user_id,age_group,city,city_tier,kyc_status,account_age_days,linked_bank_count,avg_monthly_transactions,avg_transaction_value,preferred_app,preferred_device,user_loyalty_score,is_high_risk_user
USR00549,25-34,Kanpur,Tier 2,Verified,1355,4,12,795.57,GPay,Android,0.363,0
USR00550,45-54,Meerut,Tier 3,Verified,2137,4,16,183.61,Paytm,iOS,0.711,0
USR00551,18-24,Pune,Tier 1,Verified,272,4,27,539.44,GPay,Android,0.88,0
USR00552,55+,Meerut,Tier 3,Verified,573,1,13,315.64,PhonePe,Android,0.74,0
USR00553,25-34,Kochi,Tier 2,Verified,1638,1,27,358.66,GPay,Android,0.62,0
USR00554,25-34,Amritsar,Tier 3,Verified,1566,1,24,379.7,PhonePe,Android,0.67,0
USR00555,35-44,Lucknow,Tier 2,Verified,1680,2,22,409.27,Paytm,Android,0.35,0
USR00556,35-44,Bhopal,Tier 2,Verified,1892,4,34,646.02,PhonePe,iOS,0.395,1
USR00557,18-24,Kochi,Tier 2,Verified,411,2,25,183.27,PhonePe,iOS,0.513,0
USR00558,18-24,Kolkata,Tier 1,Not Verified,289,2,44,471.47,PhonePe,Android,0.458,0
USR00559,18-24,Hyderabad,Tier 1,Verified,2056,1,60,3335.17,GPay,Android,0.846,0
USR00560,18-24,Solapur,Tier 3,Verified,564,2,12,511.54,GPay,Android,0.537,0
USR00561,35-44,Warangal,Tier 3,Verified,228,1,13,703.64,Paytm,Android,0.664,0
USR00562,35-44,Mumbai,Tier 1,Verified,538,3,54,734.82,GPay,Android,0.242,0
USR00563,35-44,Pune,Tier 1,Verified,858,4,61,420.03,PhonePe,iOS,0.918,0
USR00564,25-34,Visakhapatnam,Tier 2,Not Verified,681,3,25,423.81,PhonePe,Web,0.889,0
USR00565,18-24,Bhopal,Tier 2,Verified,1055,1,18,526.89,Paytm,Web,0.698,0
USR00566,25-34,Jaipur,Tier 2,Verified,1653,2,13,230.57,Paytm,Android,0.753,0
USR00567,18-24,Patna,Tier 2,Verified,403,2,31,706.52,Amazon Pay,Android,0.101,0
USR00568,35-44,Kanpur,Tier 2,Verified,2461,1,14,281.3,GPay,Android,0.712,1
USR00569,35-44,Kolkata,Tier 1,Verified,523,4,46,564.87,PhonePe,iOS,0.48,0
USR00570,25-34,Lucknow,Tier 2,Verified,967,1,22,544.96,PhonePe,iOS,0.758,0
USR00571,25-34,Bhopal,Tier 2,Verified,1535,3,28,260.92,PhonePe,Android,0.223,0
USR00572,35-44,Madurai,Tier 3,Verified,575,2,30,243.21,BHIM,iOS,0.709,0
USR00573,55+,Mumbai,Tier 1,Verified,702,1,52,521.71,GPay,Android,0.75,0
USR00574,35-44,Kanpur,Tier 2,Not Verified,1716,2,27,1775.69,BHIM,Web,0.498,0
USR00575,55+,Delhi,Tier 1,Verified,603,2,37,1410.65,GPay,Android,0.631,0
USR00576,25-34,Patna,Tier 2,Verified,1318,2,37,589.05,PhonePe,Android,0.323,0
USR00577,18-24,Nagpur,Tier 2,Verified,2296,2,32,1073.67,PhonePe,iOS,0.749,0
USR00578,45-54,Rajkot,Tier 2,Verified,139,3,34,1166.27,PhonePe,Web,0.693,0
USR00579,35-44,Coimbatore,Tier 2,Verified,2117,1,39,1660.74,GPay,Android,0.453,0
USR00580,35-44,Kochi,Tier 2,Verified,1010,1,36,262.23,GPay,Android,0.201,0
USR00581,18-24,Delhi,Tier 1,Verified,2193,3,37,783.46,PhonePe,Android,0.111,0
USR00582,25-34,Bhopal,Tier 2,Verified,570,1,30,257.45,GPay,Android,0.855,0
USR00583,25-34,Coimbatore,Tier 2,Not Verified,737,2,34,541.93,GPay,Android,0.959,0
USR00584,18-24,Mumbai,Tier 1,Verified,2435,1,39,920.02,Amazon Pay,iOS,0.336,1
USR00585,18-24,Mumbai,Tier 1,Verified,1660,2,22,913.24,PhonePe,Web,0.666,0
USR00586,55+,Patna,Tier 2,Verified,1764,2,38,147.0,GPay,Android,0.174,0
USR00587,35-44,Agra,Tier 2,Verified,655,1,6,428.28,GPay,Android,0.379,0
USR00588,18-24,Hyderabad,Tier 1,Not Verified,666,2,65,1266.73,GPay,Android,0.452,0
USR00589,18-24,Delhi,Tier 1,Verified,1300,2,53,1586.6,PhonePe,Android,0.757,0
USR00590,18-24,Jodhpur,Tier 3,Verified,1031,1,24,212.76,WhatsApp Pay,Android,0.491,0
USR00591,45-54,Solapur,Tier 3,Verified,255,1,9,111.64,WhatsApp Pay,Android,0.768,0
USR00592,25-34,Ranchi,Tier 3,Verified,81,2,27,108.63,BHIM,iOS,0.731,0
USR00593,18-24,Jalandhar,Tier 3,Verified,2172,2,16,163.14,PhonePe,Android,0.84,0
USR00594,55+,Bhopal,Tier 2,Verified,549,2,21,1382.06,GPay,Android,0.886,0
USR00595,45-54,Ranchi,Tier 3,Not Verified,150,1,25,153.75,PhonePe,Android,0.486,0
USR00596,35-44,Visakhapatnam,Tier 2,Verified,2391,2,29,247.25,PhonePe,Android,0.547,0
USR00597,35-44,Mumbai,Tier 1,Verified,2076,3,61,584.51,PhonePe,Android,0.25,0
USR00598,25-34,Kochi,Tier 2,Verified,451,3,36,1253.57,PhonePe,Android,0.707,0
USR00599,25-34,Mumbai,Tier 1,Verified,210,3,20,913.21,GPay,Android,0.111,1
USR00600,35-44,Kolkata,Tier 1,Verified,1598,3,53,915.15,GPay,Android,0.261,0
USR00601,35-44,Mumbai,Tier 1,Verified,2294,3,52,188.43,Amazon Pay,Android,0.743,0
USR00602,45-54,Hyderabad,Tier 1,Verified,1348,1,48,1462.13,BHIM,Android,0.924,0
USR00603,45-54,Chandigarh,Tier 2,Verified,349,2,24,323.7,GPay,Android,0.207,0
USR00604,25-34,Mumbai,Tier 1,Verified,764,1,70,408.09,GPay,Android,0.564,1
USR00605,25-34,Pune,Tier 1,Verified,312,3,35,332.75,BHIM,Android,0.879,0
USR00606,35-44,Visakhapatnam,Tier 2,Verified,1370,1,50,214.04,Paytm,iOS,0.511,0
USR00607,55+,Hubli,Tier 3,Verified,2339,2,21,249.19,GPay,Android,0.766,0
USR00608,25-34,Jalandhar,Tier 3,Verified,2453,4,29,310.13,GPay,iOS,0.998,0
USR00609,25-34,Tiruchirappalli,Tier 3,Verified,2268,2,21,346.92,GPay,iOS,0.321,1
USR00610,35-44,Amritsar,Tier 3,Not Verified,127,1,12,261.41,Paytm,iOS,0.412,0
USR00611,18-24,Indore,Tier 2,Verified,69,4,23,178.78,Paytm,iOS,0.101,0
USR00612,25-34,Chennai,Tier 1,Verified,455,1,53,580.95,Amazon Pay,Android,0.985,0
USR00613,45-54,Jodhpur,Tier 3,Verified,613,2,9,154.84,GPay,Android,0.184,0
USR00614,25-34,Pune,Tier 1,Verified,1555,1,48,965.73,GPay,iOS,0.773,0
USR00615,35-44,Aurangabad,Tier 3,Verified,576,2,19,337.52,Paytm,Android,0.455,0
USR00616,35-44,Jaipur,Tier 2,Verified,1811,2,26,335.96,BHIM,iOS,0.218,0
USR00617,55+,Kolkata,Tier 1,Verified,1639,2,61,1353.56,BHIM,Web,0.762,0
USR00618,45-54,Chennai,Tier 1,Verified,986,1,58,1434.58,Paytm,Android,0.282,0
USR00619,18-24,Solapur,Tier 3,Verified,476,1,16,916.43,BHIM,Android,0.248,0
USR00620,45-54,Pune,Tier 1,Verified,524,2,53,510.26,PhonePe,Android,0.968,0
USR00621,45-54,Visakhapatnam,Tier 2,Verified,1927,1,24,628.07,BHIM,iOS,0.208,0
USR00622,25-34,Surat,Tier 2,Not Verified,1276,3,24,634.85,PhonePe,iOS,0.727,1
USR00623,55+,Kolkata,Tier 1,Verified,637,1,26,1368.14,GPay,Web,0.323,0
USR00624,35-44,Mumbai,Tier 1,Verified,1254,1,50,870.36,PhonePe,Android,0.992,1
USR00625,25-34,Pune,Tier 1,Verified,1882,2,45,1593.91,PhonePe,Android,0.595,0
USR00626,25-34,Ranchi,Tier 3,Verified,602,1,23,861.33,PhonePe,Android,0.156,0
USR00627,18-24,Mysuru,Tier 3,Verified,565,1,12,927.9,PhonePe,Android,0.461,0
USR00628,25-34,Warangal,Tier 3,Verified,374,2,22,288.11,PhonePe,Android,0.333,0
USR00629,25-34,Mumbai,Tier 1,Verified,294,1,51,1277.91,GPay,Android,0.681,0
USR00630,35-44,Delhi,Tier 1,Not Verified,1388,1,31,762.3,PhonePe,Android,0.948,0
USR00631,35-44,Indore,Tier 2,Verified,2380,1,29,396.06,BHIM,Android,0.752,0
USR00632,35-44,Patna,Tier 2,Verified,1777,1,32,513.1,PhonePe,Web,0.293,0
USR00633,25-34,Hubli,Tier 3,Verified,1856,3,19,221.18,PhonePe,Android,0.131,0
USR00634,25-34,Nagpur,Tier 2,Verified,1238,1,39,385.79,GPay,Android,0.895,0
USR00635,25-34,Delhi,Tier 1,Verified,1175,1,48,383.66,GPay,Android,0.477,0
USR00636,45-54,Kochi,Tier 2,Not Verified,2183,1,11,493.83,GPay,Web,0.995,0
USR00637,25-34,Mumbai,Tier 1,Verified,1596,2,32,632.54,Paytm,Android,0.423,0
USR00638,18-24,Vadodara,Tier 2,Verified,1439,3,31,1136.6,GPay,Web,0.552,0
USR00639,45-54,Bengaluru,Tier 1,Verified,136,1,66,885.74,Amazon Pay,iOS,0.297,0
USR00640,45-54,Madurai,Tier 3,Verified,1180,1,12,168.52,PhonePe,Android,0.992,0
USR00641,18-24,Kochi,Tier 2,Verified,2422,4,25,303.4,PhonePe,iOS,0.977,0
USR00642,35-44,Surat,Tier 2,Verified,1017,1,22,551.38,PhonePe,Android,0.835,0
USR00643,25-34,Mumbai,Tier 1,Not Verified,928,2,43,1088.44,GPay,Android,0.984,0
USR00644,55+,Indore,Tier 2,Verified,741,1,26,611.19,WhatsApp Pay,Android,0.633,0
USR00645,25-34,Tiruchirappalli,Tier 3,Verified,1499,3,15,254.17,Amazon Pay,iOS,0.125,0
USR00646,35-44,Solapur,Tier 3,Verified,2338,1,16,225.79,GPay,Android,0.954,0
USR00647,18-24,Kochi,Tier 2,Verified,2046,2,26,1056.68,GPay,Android,0.258,1
USR00648,25-34,Mumbai,Tier 1,Verified,982,2,66,1397.13,PhonePe,iOS,0.118,0
USR00649,25-34,Kolkata,Tier 1,Verified,855,3,40,1374.55,Paytm,Android,0.407,0
USR00650,25-34,Kochi,Tier 2,Verified,1355,1,17,741.47,PhonePe,Android,0.233,0
USR00651,25-34,Bengaluru,Tier 1,Verified,484,3,30,827.13,GPay,Web,0.875,0
USR00652,55+,Kolkata,Tier 1,Verified,1650,2,49,2292.52,Amazon Pay,Android,0.403,0
USR00653,18-24,Kanpur,Tier 2,Verified,1819,2,27,743.41,PhonePe,iOS,0.965,0
USR00654,55+,Bengaluru,Tier 1,Verified,2331,2,57,983.42,GPay,Android,0.936,0
USR00655,25-34,Nagpur,Tier 2,Verified,2442,3,28,833.84,PhonePe,Web,0.441,0
USR00656,25-34,Visakhapatnam,Tier 2,Verified,551,1,31,865.75,Paytm,iOS,0.102,0
USR00657,25-34,Pune,Tier 1,Verified,2354,1,61,609.14,Amazon Pay,Android,0.642,0
USR00658,35-44,Agra,Tier 2,Verified,934,2,24,480.96,PhonePe,iOS,0.194,0
USR00659,35-44,Bhopal,Tier 2,Verified,348,1,19,696.85,Paytm,Android,0.984,0
USR00660,25-34,Delhi,Tier 1,Verified,1405,1,24,804.43,WhatsApp Pay,iOS,0.339,0
USR00661,25-34,Ranchi,Tier 3,Verified,1465,1,18,548.01,Paytm,Android,0.197,1
USR00662,18-24,Patna,Tier 2,Verified,1824,2,38,686.3,PhonePe,Android,0.972,0
USR00663,35-44,Vadodara,Tier 2,Verified,1581,1,13,873.38,Paytm,Android,0.438,0
USR00664,18-24,Madurai,Tier 3,Verified,2397,2,20,648.53,PhonePe,Android,0.718,0
USR00665,25-34,Ranchi,Tier 3,Verified,166,1,18,284.29,BHIM,Android,0.387,0
USR00666,18-24,Lucknow,Tier 2,Verified,1430,1,49,732.26,GPay,Android,0.438,0
USR00667,25-34,Delhi,Tier 1,Verified,1414,2,50,1441.45,PhonePe,Web,0.652,0
USR00668,55+,Jaipur,Tier 2,Verified,1796,3,24,646.58,GPay,Android,0.248,0
USR00669,35-44,Kanpur,Tier 2,Verified,249,1,43,211.9,WhatsApp Pay,iOS,0.285,0
USR00670,35-44,Tiruchirappalli,Tier 3,Verified,2299,2,21,165.14,Paytm,Android,0.757,0
USR00671,25-34,Visakhapatnam,Tier 2,Verified,1248,1,17,548.91,BHIM,Android,0.145,0
USR00672,25-34,Ahmedabad,Tier 1,Verified,659,1,22,640.65,PhonePe,Android,0.103,0
USR00673,45-54,Meerut,Tier 3,Verified,2488,1,24,185.17,GPay,Android,0.187,0
USR00674,45-54,Chennai,Tier 1,Verified,365,1,67,1055.35,PhonePe,Android,0.204,0
USR00675,25-34,Nashik,Tier 3,Verified,2033,3,17,119.01,PhonePe,Android,0.339,0
USR00676,45-54,Pune,Tier 1,Verified,787,1,45,365.73,Paytm,Android,0.443,0
USR00677,18-24,Jaipur,Tier 2,Verified,1108,1,40,457.73,GPay,Android,0.337,0
USR00678,25-34,Mumbai,Tier 1,Verified,649,2,20,1360.2,GPay,Android,0.701,0
USR00679,18-24,Bhopal,Tier 2,Verified,2247,1,32,956.7,Paytm,Android,0.781,0
USR00680,25-34,Jaipur,Tier 2,Verified,1615,3,22,923.2,GPay,Web,0.477,0
USR00681,25-34,Ahmedabad,Tier 1,Not Verified,2375,3,57,3189.99,GPay,Android,0.529,0
USR00682,25-34,Varanasi,Tier 3,Verified,172,2,17,392.51,PhonePe,Android,0.91,0
USR00683,55+,Surat,Tier 2,Verified,633,1,31,283.64,Paytm,Android,0.781,0
USR00684,35-44,Guwahati,Tier 3,Not Verified,897,3,12,375.28,GPay,Android,0.214,0
USR00685,35-44,Warangal,Tier 3,Verified,1813,1,13,219.42,Paytm,Android,0.84,0
USR00686,35-44,Chennai,Tier 1,Verified,1339,3,40,254.87,GPay,Web,0.923,0
USR00687,18-24,Pune,Tier 1,Verified,2308,1,39,2055.08,PhonePe,Android,0.394,0
USR00688,25-34,Ahmedabad,Tier 1,Verified,80,2,56,891.69,PhonePe,iOS,0.661,0
USR00689,55+,Pune,Tier 1,Verified,490,1,47,1091.9,PhonePe,Web,0.233,0
USR00690,25-34,Delhi,Tier 1,Verified,462,2,53,596.63,Paytm,Android,0.191,0
USR00691,25-34,Coimbatore,Tier 2,Verified,1438,3,40,386.81,PhonePe,iOS,0.338,0
USR00692,55+,Ahmedabad,Tier 1,Verified,183,1,60,533.16,PhonePe,Android,0.463,0
USR00693,35-44,Surat,Tier 2,Verified,1675,1,28,429.02,PhonePe,Android,0.901,0
USR00694,25-34,Nagpur,Tier 2,Verified,231,2,38,588.98,GPay,Android,0.929,0
USR00695,25-34,Jaipur,Tier 2,Verified,1413,3,31,107.92,GPay,iOS,0.373,0
USR00696,18-24,Vadodara,Tier 2,Verified,432,4,29,636.89,PhonePe,iOS,0.305,0
USR00697,35-44,Rajkot,Tier 2,Verified,1844,2,28,1009.08,PhonePe,Android,0.389,0
USR00698,35-44,Solapur,Tier 3,Verified,395,1,17,609.87,GPay,Android,0.29,0
USR00699,45-54,Rajkot,Tier 2,Verified,2014,2,32,1109.12,GPay,Web,0.88,0
USR00700,25-34,Coimbatore,Tier 2,Verified,681,1,26,837.25,GPay,Android,0.739,0
USR00701,35-44,Mumbai,Tier 1,Verified,741,1,36,634.37,PhonePe,Web,0.85,0
USR00702,55+,Hyderabad,Tier 1,Verified,165,1,69,691.95,WhatsApp Pay,Android,0.926,0
USR00703,35-44,Chennai,Tier 1,Verified,1538,3,43,437.24,PhonePe,Android,0.555,0
USR00704,35-44,Delhi,Tier 1,Verified,155,1,50,995.62,PhonePe,Android,0.54,0
USR00705,25-34,Chandigarh,Tier 2,Not Verified,1973,2,27,808.02,PhonePe,Web,0.415,0
USR00706,25-34,Varanasi,Tier 3,Verified,1089,2,19,161.17,GPay,Android,0.72,0
USR00707,55+,Patna,Tier 2,Verified,233,1,22,568.75,GPay,Android,0.615,0
USR00708,25-34,Chandigarh,Tier 2,Verified,936,2,27,376.53,WhatsApp Pay,Web,0.71,0
USR00709,35-44,Pune,Tier 1,Not Verified,2132,1,40,862.72,GPay,Android,0.802,0
USR00710,35-44,Jaipur,Tier 2,Not Verified,1971,3,32,176.18,PhonePe,Android,0.683,0
USR00711,55+,Mumbai,Tier 1,Verified,946,1,78,829.57,GPay,Android,0.825,0
USR00712,25-34,Rajkot,Tier 2,Not Verified,1157,1,15,1172.83,Paytm,Android,0.439,0
USR00713,25-34,Visakhapatnam,Tier 2,Verified,923,1,29,1286.78,Paytm,Android,0.709,0
USR00714,35-44,Pune,Tier 1,Verified,2424,1,45,336.76,GPay,Android,0.56,0
USR00715,25-34,Chandigarh,Tier 2,Verified,1562,2,30,690.0,BHIM,Android,0.634,0
USR00716,45-54,Surat,Tier 2,Verified,472,1,22,1222.34,GPay,Android,0.403,0
USR00717,45-54,Bhopal,Tier 2,Verified,1164,1,23,246.18,Amazon Pay,Web,0.74,0
USR00718,25-34,Visakhapatnam,Tier 2,Verified,801,1,19,908.21,Paytm,Android,0.789,0
USR00719,25-34,Pune,Tier 1,Verified,1339,2,43,256.92,PhonePe,Android,0.749,0
USR00720,55+,Chennai,Tier 1,Verified,1092,3,73,343.13,WhatsApp Pay,Android,0.464,0
USR00721,35-44,Agra,Tier 2,Verified,2373,3,32,360.64,GPay,Android,0.409,0
USR00722,18-24,Surat,Tier 2,Verified,2219,2,16,458.86,GPay,Web,0.528,0
USR00723,18-24,Kolkata,Tier 1,Verified,2107,1,55,3154.75,GPay,Android,0.253,0
USR00724,18-24,Bengaluru,Tier 1,Verified,1233,1,31,1296.33,PhonePe,Android,0.215,0
USR00725,55+,Madurai,Tier 3,Verified,2319,2,11,181.43,PhonePe,iOS,0.265,0
USR00726,45-54,Jalandhar,Tier 3,Verified,395,1,11,609.91,GPay,iOS,0.301,0
USR00727,25-34,Pune,Tier 1,Verified,1387,1,59,1341.26,GPay,iOS,0.627,0
USR00728,25-34,Delhi,Tier 1,Verified,1957,1,54,425.4,PhonePe,iOS,0.671,0
USR00729,35-44,Delhi,Tier 1,Verified,1964,3,42,294.43,PhonePe,Android,0.55,0
USR00730,25-34,Amritsar,Tier 3,Verified,2200,1,14,315.12,GPay,Android,0.149,0
USR00731,18-24,Bengaluru,Tier 1,Verified,850,1,29,511.92,PhonePe,Android,0.988,0
USR00732,45-54,Nashik,Tier 3,Verified,616,1,19,255.22,BHIM,iOS,0.744,0
USR00733,35-44,Ahmedabad,Tier 1,Verified,1392,2,70,1532.33,PhonePe,Android,0.259,0
USR00734,35-44,Mumbai,Tier 1,Verified,1881,1,21,612.54,PhonePe,Android,0.785,0
USR00735,35-44,Kochi,Tier 2,Verified,678,1,30,978.66,PhonePe,Android,0.787,0
USR00736,45-54,Agra,Tier 2,Verified,1806,2,23,585.57,GPay,Android,0.463,0
USR00737,18-24,Pune,Tier 1,Verified,49,1,52,777.11,PhonePe,iOS,0.279,0
USR00738,18-24,Jaipur,Tier 2,Verified,1349,2,37,230.29,PhonePe,Web,0.578,1
USR00739,25-34,Mumbai,Tier 1,Not Verified,1049,1,55,1155.2,WhatsApp Pay,Web,0.889,0
USR00740,45-54,Delhi,Tier 1,Verified,1601,2,33,1047.74,Paytm,Web,0.376,0
USR00741,25-34,Jodhpur,Tier 3,Verified,1251,3,23,235.74,Paytm,Android,0.51,0
USR00742,25-34,Kolkata,Tier 1,Verified,1806,3,47,1224.86,GPay,Android,0.996,0
USR00743,55+,Ahmedabad,Tier 1,Verified,1501,2,15,695.18,Paytm,iOS,0.248,0
USR00744,25-34,Kochi,Tier 2,Verified,1682,1,33,313.32,GPay,Android,0.302,0
USR00745,45-54,Mysuru,Tier 3,Verified,119,2,13,295.97,Paytm,iOS,0.252,0
USR00746,25-34,Mumbai,Tier 1,Verified,1566,3,40,1147.48,PhonePe,Android,0.33,0
USR00747,45-54,Mumbai,Tier 1,Verified,2462,4,42,1724.35,PhonePe,Android,0.696,0
USR00748,35-44,Mumbai,Tier 1,Verified,227,2,38,630.61,GPay,Android,0.475,0
USR00749,45-54,Coimbatore,Tier 2,Verified,1065,1,30,364.25,BHIM,Android,0.238,0
USR00750,35-44,Mumbai,Tier 1,Verified,1263,1,61,2578.22,Paytm,iOS,0.191,0
USR00751,25-34,Bengaluru,Tier 1,Verified,1745,3,50,524.47,BHIM,Web,0.194,0
USR00752,18-24,Lucknow,Tier 2,Verified,1187,1,32,1123.4,PhonePe,iOS,0.196,0
USR00753,45-54,Nagpur,Tier 2,Verified,1107,3,35,681.14,GPay,Android,0.976,0
USR00754,55+,Pune,Tier 1,Verified,1239,1,28,1009.0,Paytm,Android,0.593,0
USR00755,25-34,Ahmedabad,Tier 1,Not Verified,1384,1,38,679.38,Paytm,Android,0.111,0
USR00756,18-24,Ranchi,Tier 3,Verified,2381,2,14,235.42,Paytm,Android,0.234,0
USR00757,25-34,Aurangabad,Tier 3,Verified,337,2,19,301.79,GPay,Android,0.191,0
USR00758,25-34,Nagpur,Tier 2,Verified,1900,4,28,652.93,Amazon Pay,Android,0.366,0
USR00759,45-54,Lucknow,Tier 2,Verified,745,3,29,697.34,Amazon Pay,iOS,0.867,0
USR00760,18-24,Kolkata,Tier 1,Verified,1774,2,42,491.54,Paytm,Android,0.185,0
USR00761,35-44,Mumbai,Tier 1,Verified,69,3,63,398.82,PhonePe,iOS,0.697,0
USR00762,35-44,Bhopal,Tier 2,Verified,1822,4,29,373.62,Amazon Pay,Android,0.341,0
USR00763,55+,Jalandhar,Tier 3,Verified,1433,1,23,636.83,WhatsApp Pay,Web,0.461,0
USR00764,25-34,Visakhapatnam,Tier 2,Verified,1609,2,31,433.47,Amazon Pay,Android,0.53,0
USR00765,25-34,Indore,Tier 2,Verified,713,1,39,326.94,Amazon Pay,Web,0.727,0
USR00766,45-54,Bengaluru,Tier 1,Verified,454,1,43,821.23,GPay,iOS,0.632,0
USR00767,35-44,Surat,Tier 2,Verified,1824,1,43,221.0,GPay,iOS,0.442,0
USR00768,35-44,Mumbai,Tier 1,Verified,565,1,32,969.54,GPay,iOS,0.539,0
USR00769,45-54,Ahmedabad,Tier 1,Not Verified,218,1,35,512.45,Paytm,Web,0.689,1
USR00770,25-34,Meerut,Tier 3,Verified,2179,2,14,259.06,GPay,iOS,0.619,0
USR00771,18-24,Surat,Tier 2,Verified,1415,2,30,553.56,PhonePe,Android,0.719,0
USR00772,45-54,Amritsar,Tier 3,Verified,1048,1,19,171.72,Amazon Pay,Android,0.697,0
USR00773,25-34,Guwahati,Tier 3,Verified,2316,3,13,430.5,PhonePe,Android,0.652,1
USR00774,25-34,Bengaluru,Tier 1,Verified,2100,3,44,934.57,BHIM,Android,0.867,0
USR00775,35-44,Ranchi,Tier 3,Not Verified,2043,1,27,127.79,Paytm,Android,0.398,0
USR00776,18-24,Hyderabad,Tier 1,Verified,2284,2,40,1140.01,GPay,iOS,0.463,0
USR00777,25-34,Ahmedabad,Tier 1,Verified,1849,3,41,1583.11,Paytm,Android,0.503,0
USR00778,18-24,Ahmedabad,Tier 1,Verified,1324,1,60,154.89,GPay,Android,0.548,0
USR00779,25-34,Lucknow,Tier 2,Verified,1682,1,36,368.79,PhonePe,Android,0.601,1
USR00780,35-44,Delhi,Tier 1,Verified,1277,3,24,615.02,BHIM,iOS,0.606,0
USR00781,25-34,Vadodara,Tier 2,Verified,1426,1,16,1144.49,WhatsApp Pay,Android,0.149,0
USR00782,25-34,Vadodara,Tier 2,Not Verified,1389,2,27,1196.6,Paytm,Android,0.658,0
USR00783,18-24,Surat,Tier 2,Verified,1518,2,32,468.8,PhonePe,Web,0.203,0
USR00784,35-44,Nagpur,Tier 2,Verified,38,1,27,295.66,GPay,Android,0.847,0
USR00785,35-44,Visakhapatnam,Tier 2,Verified,2273,2,27,259.51,Amazon Pay,iOS,0.732,1
USR00786,25-34,Kanpur,Tier 2,Verified,2046,1,35,195.4,GPay,Web,0.745,0
USR00787,35-44,Delhi,Tier 1,Verified,1071,2,57,1318.67,Paytm,Android,0.269,0
USR00788,18-24,Amritsar,Tier 3,Verified,913,1,25,203.75,Paytm,Android,0.803,0
USR00789,25-34,Delhi,Tier 1,Verified,1727,1,27,402.16,GPay,iOS,0.67,0
USR00790,18-24,Ranchi,Tier 3,Verified,1875,1,20,665.22,GPay,Android,0.63,0
USR00791,25-34,Ahmedabad,Tier 1,Verified,47,2,39,1792.24,Amazon Pay,Android,0.144,0
USR00792,25-34,Meerut,Tier 3,Not Verified,2426,1,14,442.35,BHIM,iOS,0.557,0
USR00793,55+,Bengaluru,Tier 1,Verified,2399,1,46,419.33,PhonePe,Android,0.834,0
USR00794,55+,Kolkata,Tier 1,Verified,2094,3,54,908.97,Paytm,iOS,0.477,0
USR00795,25-34,Hyderabad,Tier 1,Verified,1150,1,34,849.03,Paytm,Android,0.409,0
USR00796,25-34,Madurai,Tier 3,Verified,576,1,12,411.83,BHIM,Android,0.642,0
USR00797,55+,Chennai,Tier 1,Verified,2273,3,47,575.12,GPay,iOS,0.741,0
USR00798,55+,Warangal,Tier 3,Verified,920,1,26,261.26,GPay,Android,0.662,0
USR00799,18-24,Bhopal,Tier 2,Verified,573,4,35,416.42,GPay,iOS,0.685,0
USR00800,35-44,Kolkata,Tier 1,Verified,502,2,36,1310.78,Paytm,Android,0.606,0
USR00801,45-54,Surat,Tier 2,Verified,1739,2,32,960.78,GPay,Android,0.904,0
USR00802,35-44,Pune,Tier 1,Verified,82,2,45,473.59,BHIM,Web,0.123,0
USR00803,55+,Surat,Tier 2,Verified,261,1,39,427.17,PhonePe,Android,0.775,0
USR00804,45-54,Visakhapatnam,Tier 2,Verified,1056,1,14,289.09,PhonePe,Android,0.156,0
USR00805,35-44,Hyderabad,Tier 1,Verified,2246,1,35,705.94,GPay,Web,0.833,0
USR00806,18-24,Hyderabad,Tier 1,Verified,2328,1,51,263.91,PhonePe,Android,0.56,0
USR00807,55+,Rajkot,Tier 2,Verified,1208,2,22,319.66,PhonePe,iOS,0.142,0
USR00808,35-44,Pune,Tier 1,Verified,1310,4,64,660.88,PhonePe,Android,0.148,0
USR00809,35-44,Hyderabad,Tier 1,Verified,1844,3,40,1090.22,BHIM,Android,0.92,0
USR00810,25-34,Surat,Tier 2,Not Verified,1536,2,28,465.69,PhonePe,Android,0.592,0
USR00811,55+,Hyderabad,Tier 1,Not Verified,1234,1,54,754.4,PhonePe,Android,0.985,0
USR00812,35-44,Kanpur,Tier 2,Not Verified,2134,1,37,255.19,GPay,Android,0.137,0
USR00813,55+,Chennai,Tier 1,Verified,562,1,45,2077.91,GPay,Android,0.861,1
USR00814,25-34,Ahmedabad,Tier 1,Verified,664,1,34,889.49,GPay,Android,0.936,0
USR00815,55+,Kochi,Tier 2,Verified,1263,1,28,1207.07,PhonePe,Android,0.615,0
USR00816,35-44,Madurai,Tier 3,Verified,1331,2,3,1430.78,Paytm,Web,0.961,0
USR00817,25-34,Kochi,Tier 2,Verified,2099,1,23,667.25,BHIM,Android,0.589,0
USR00818,25-34,Kolkata,Tier 1,Verified,936,3,43,309.34,PhonePe,Web,0.697,0
USR00819,18-24,Chennai,Tier 1,Verified,924,4,37,930.56,BHIM,Android,0.656,0
USR00820,25-34,Coimbatore,Tier 2,Verified,66,1,24,282.91,PhonePe,Android,0.411,0
USR00821,55+,Hyderabad,Tier 1,Verified,193,2,52,1228.51,GPay,Android,0.389,0
USR00822,35-44,Delhi,Tier 1,Verified,1610,1,33,1130.55,GPay,iOS,0.752,1
USR00823,18-24,Kolkata,Tier 1,Verified,2136,3,55,765.76,Paytm,Android,0.501,1
USR00824,25-34,Varanasi,Tier 3,Verified,818,1,14,287.77,PhonePe,Android,0.174,0
